Times for experiment 4
Layer size 10: ,0.006615877151489258,0.0046269893646240234,0.005224943161010742,Satisfiablility:,unsat,unsat,unsat
Layer size 20: ,0.009027242660522461,0.008058786392211914,0.008083820343017578,Satisfiablility:,unsat,unsat,unsat
Layer size 30: ,0.01217794418334961,0.011716127395629883,0.012639045715332031,Satisfiablility:,unsat,unsat,unsat
Layer size 40: ,0.016826868057250977,0.015440940856933594,0.015369892120361328,Satisfiablility:,unsat,unsat,unsat
Layer size 50: ,0.018863201141357422,0.02015089988708496,0.019662141799926758,Satisfiablility:,unsat,unsat,unsat
